,number_in_list,fold_enrichment,fdr,expected,number_in_reference,pValue,plus_minus,id,label
408,6,2.5025316455696203,0.5849958332413276,2.3975720789074355,7,0.10885500263680754,+,GO:0048489,synaptic vesicle transport
409,6,2.5025316455696203,0.5835690141358609,2.3975720789074355,7,0.10885500263680754,+,GO:0006208,pyrimidine nucleobase catabolic process
410,18,1.5925201380897582,0.5869038427641944,11.302839800563625,33,0.10974407614926474,+,GO:0034504,protein localization to nucleus
411,18,1.5925201380897582,0.5854793188739901,11.302839800563625,33,0.10974407614926474,+,GO:0065004,protein-DNA complex assembly
412,47,1.3194437682570594,0.591946090487104,35.62107088662476,104,0.11122553929534756,+,GO:0051656,establishment of organelle localization
413,33,1.3963401210787012,0.5925278273422221,23.633210492087578,69,0.11160442243843492,+,GO:0018209,peptidyl-serine modification
415,19,1.6315524944154878,0.5943389017357729,11.6453500975504,34,0.11248634354962761,+,GO:0006836,neurotransmitter transport
416,13,1.8073839662447257,0.5933779914010459,7.1927162367223065,21,0.11257444149874254,+,GO:0022904,respiratory electron transport chain
418,8,2.1233601841196776,0.594572427691526,3.7676132668545415,11,0.11334205969187869,+,GO:0051016,barbed-end actin filament capping
419,8,2.1233601841196776,0.5931567790541651,3.7676132668545415,11,0.11334205969187869,+,GO:0046328,regulation of JNK cascade
420,22,1.529324894514768,0.5926846950038356,14.385432473444613,42,0.11352149981647625,+,GO:0006399,tRNA metabolic process
421,22,1.529324894514768,0.5912802289019308,14.385432473444613,42,0.11352149981647625,+,GO:1902600,proton transmembrane transport
423,39,1.371869757511057,0.6052456550689919,28.42835464990245,83,0.11675348396235331,+,GO:0048284,organelle fusion
424,16,1.6683544303797468,0.6073443554590602,9.590288315629742,28,0.11743464561879005,+,GO:0043488,regulation of mRNA stability
425,16,1.6683544303797468,0.6059186644838042,9.590288315629742,28,0.11743464561879005,+,GO:0043487,regulation of RNA stability
426,16,1.6683544303797468,0.6044996512180341,9.590288315629742,28,0.11743464561879005,+,GO:0061013,regulation of mRNA catabolic process
428,39,1.3555379746835443,0.6101711307962135,28.770864946889226,84,0.11909163562856033,+,GO:0032940,secretion by cell
432,23,1.5261651323360184,0.6130487930536049,15.070453067418166,44,0.12076893875896769,+,GO:0045333,cellular respiration
433,4,2.919620253164557,0.6126186038196378,1.370041187947106,4,0.12096290903445077,+,GO:0045446,endothelial cell differentiation
434,4,2.919620253164557,0.6112102851901674,1.370041187947106,4,0.12096290903445077,+,GO:0033962,P-body assembly
435,4,2.919620253164557,0.6098084267378964,1.370041187947106,4,0.12096290903445077,+,GO:0051294,establishment of spindle orientation
437,13,1.7252301495972382,0.6102002005145156,7.535226533709083,22,0.1215958543336478,+,GO:0009064,glutamine family amino acid metabolic process
445,16,1.610824967263204,0.6162235472109876,9.932798612616518,29,0.12503899092634232,+,GO:0009132,nucleoside diphosphate metabolic process
446,16,1.610824967263204,0.6148449710427303,9.932798612616518,29,0.12503899092634232,+,GO:0007269,neurotransmitter secretion
447,16,1.610824967263204,0.613472549232367,9.932798612616518,29,0.12503899092634232,+,GO:0099643,signal release from synapse
448,11,1.8891660461653017,0.6140468371413427,5.8226750487752,17,0.12543540940694398,+,GO:0051028,mRNA transport
466,14,1.7031118143459913,0.6302044248353785,8.220247127682637,24,0.1338969364868616,+,GO:0006749,glutathione metabolic process
467,17,1.6010820743160477,0.6301115530584309,10.61781920659007,31,0.13416387935911997,+,GO:0051170,import into nucleus
468,17,1.6010820743160477,0.6287680316233383,10.61781920659007,31,0.13416387935911997,+,GO:0030041,actin filament polymerization
469,17,1.6010820743160477,0.6274302273007355,10.61781920659007,31,0.13416387935911997,+,GO:0031123,RNA 3'-end processing
470,17,1.6010820743160477,0.6260981036758931,10.61781920659007,31,0.13416387935911997,+,GO:0006606,protein import into nucleus
475,9,2.0212755598831547,0.6351466238895176,4.452633860828095,13,0.13754767651110572,+,GO:0030834,regulation of actin filament depolymerization
476,9,2.0212755598831547,0.6338150796046339,4.452633860828095,13,0.13754767651110572,+,GO:0045727,positive regulation of translation
477,9,2.0212755598831547,0.6324891066347498,4.452633860828095,13,0.13754767651110572,+,GO:0032872,regulation of stress-activated MAPK cascade
478,9,2.0212755598831547,0.6311686700864517,4.452633860828095,13,0.13754767651110572,+,GO:0072583,clathrin-dependent endocytosis
479,9,2.0212755598831547,0.629853735357105,4.452633860828095,13,0.13754767651110572,+,GO:0070302,regulation of stress-activated protein kinase signaling cascade
483,38,1.352994751466502,0.6357193804258088,28.085844352915675,82,0.13998552326027816,+,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
484,38,1.352994751466502,0.6344086188166833,28.085844352915675,82,0.13998552326027816,+,GO:0061025,membrane fusion
485,17,1.551048259493671,0.640320985264888,10.960329503576848,32,0.14158143714228189,+,GO:0072329,monocarboxylic acid catabolic process
486,14,1.634987341772152,0.6434468020827397,8.562757424669412,25,0.14256532875991548,+,GO:0090148,membrane fission
487,14,1.634987341772152,0.6421282635538816,8.562757424669412,25,0.14256532875991548,+,GO:0000910,cytokinesis
490,55,1.2744374120956399,0.6439323812747153,43.15629742033384,126,0.14384476760959292,+,GO:0072521,purine-containing compound metabolic process
491,7,2.2708157524613224,0.6489602510932483,3.0825926728809883,9,0.14526316812460335,+,GO:0060491,regulation of cell projection assembly
492,55,1.2644024718429183,0.6493624766718993,43.49880771732062,127,0.1456486355774551,+,GO:0019941,modification-dependent protein catabolic process
493,29,1.388016185930691,0.6501542596521287,20.893128116193367,61,0.14612202196003257,+,GO:0140694,non-membrane-bounded organelle assembly
497,25,1.431186398610077,0.6477575566122701,17.4680251463256,51,0.14676217615692017,+,GO:0032970,regulation of actin filament-based process
498,25,1.431186398610077,0.6464594452763738,17.4680251463256,51,0.14676217615692017,+,GO:0032956,regulation of actin cytoskeleton organization
502,21,1.4598101265822785,0.6561606152365671,14.385432473444613,42,0.15015868492447373,+,GO:0043484,regulation of RNA splicing
505,9,1.8768987341772152,0.6543479076633711,4.795144157814871,14,0.150636961454807,+,GO:0034250,positive regulation of cellular amide metabolic process
506,9,1.8768987341772152,0.6530572806265598,4.795144157814871,14,0.150636961454807,+,GO:0042775,mitochondrial ATP synthesis coupled electron transport
507,9,1.8768987341772152,0.6517717347985548,4.795144157814871,14,0.150636961454807,+,GO:0072527,pyrimidine-containing compound metabolic process
511,35,1.3624894514767931,0.6544532952069105,25.688272274008238,75,0.15244771935665977,+,GO:0051493,regulation of cytoskeleton organization
512,12,1.7517721518987344,0.6535579164685003,6.850205939735529,20,0.15253649278814407,+,GO:1901879,regulation of protein depolymerization
516,31,1.3713367855772918,0.6801710316792468,22.60567960112725,66,0.1599856339300139,+,GO:0018105,peptidyl-serine phosphorylation
518,5,2.433016877637131,0.6862360843874179,2.055061781920659,6,0.16203663685035027,+,GO:0000463,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
519,7,2.0437341772151902,0.6861282343558073,3.4251029698677646,10,0.16232333114878061,+,GO:0006919,activation of cysteine-type endopeptidase activity involved in apoptotic process
520,7,2.0437341772151902,0.6848112895681762,3.4251029698677646,10,0.16232333114878061,+,GO:0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum"
521,7,2.0437341772151902,0.6834993905460149,3.4251029698677646,10,0.16232333114878061,+,GO:0015807,L-amino acid transport
525,19,1.4992644543277458,0.6934687741310693,12.672880988510729,37,0.16595294594765353,+,GO:0055067,monovalent inorganic cation homeostasis
528,10,1.8247626582278482,0.7197957050617998,5.480164751788424,16,0.17323563602260786,+,GO:0030837,negative regulation of actin filament polymerization
529,10,1.8247626582278482,0.7184375999579096,5.480164751788424,16,0.17323563602260786,+,GO:0032272,negative regulation of protein polymerization
530,10,1.8247626582278482,0.7170846101274804,5.480164751788424,16,0.17323563602260786,+,GO:0070972,protein localization to endoplasmic reticulum
531,16,1.5571308016877639,0.7181318060671895,10.275308909603295,30,0.17381534159588025,+,GO:0009062,fatty acid catabolic process
534,38,1.3052419955323904,0.7259370195347281,29.113375243876,85,0.17669531640176503,+,GO:0009165,nucleotide biosynthetic process
535,3,2.919620253164557,0.7282083378471486,1.0275308909603296,3,0.17757946728210722,+,GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c"
536,3,2.919620253164557,0.7268522701789044,1.0275308909603296,3,0.17757946728210722,+,GO:0006415,translational termination
537,3,2.919620253164557,0.7255012436544083,1.0275308909603296,3,0.17757946728210722,+,GO:2001238,positive regulation of extrinsic apoptotic signaling pathway
538,3,2.919620253164557,0.7241552302153463,1.0275308909603296,3,0.17757946728210722,+,GO:0060236,regulation of mitotic spindle organization
539,13,1.6502201430930106,0.7243744175429145,7.877736830695859,23,0.17796277774029748,+,GO:0006119,oxidative phosphorylation
542,39,1.308795285901353,0.733326072872405,29.798395837849558,87,0.1811629015330828,+,GO:0046903,secretion
544,10,1.7174236783320924,0.7463773638452813,5.8226750487752,17,0.18506627083515848,+,GO:0031333,negative regulation of protein-containing complex assembly
545,452,1.0711593785960876,0.7479463693472078,421.9726858877086,1232,0.18579559493338282,+,GO:0044271,cellular nitrogen compound biosynthetic process
548,7,1.8579401611047182,0.7466338987400182,3.7676132668545415,11,0.18648863075899452,+,GO:0000245,spliceosomal complex assembly
549,7,1.8579401611047182,0.7452763825604909,3.7676132668545415,11,0.18648863075899452,+,GO:0034599,cellular response to oxidative stress
550,7,1.8579401611047182,0.7439237938444101,3.7676132668545415,11,0.18648863075899452,+,GO:0045324,late endosome to vacuole transport
551,7,1.8579401611047182,0.7425761058120833,3.7676132668545415,11,0.18648863075899452,+,GO:0009636,response to toxic substance
552,7,1.8579401611047182,0.7412332918775225,3.7676132668545415,11,0.18648863075899452,+,GO:0062197,cellular response to chemical stress
553,7,1.8579401611047182,0.7398953256466967,3.7676132668545415,11,0.18648863075899452,+,GO:0032509,endosome transport via multivesicular body sorting pathway
554,13,1.581460970464135,0.7420610063675922,8.220247127682637,24,0.1873720921446832,+,GO:0043244,regulation of protein-containing complex disassembly
555,13,1.581460970464135,0.7407263642698088,8.220247127682637,24,0.1873720921446832,+,GO:1903313,positive regulation of mRNA metabolic process
559,59,1.2304113924050633,0.7435730496472347,47.95144157814871,140,0.18944536296744835,+,GO:0051276,chromosome organization
561,8,1.9464135021097044,0.7629814285656668,4.110123563841318,12,0.1950844235004116,+,GO:0030835,negative regulation of actin filament depolymerization
562,8,1.9464135021097044,0.7616262217653724,4.110123563841318,12,0.1950844235004116,+,GO:0071985,multivesicular body sorting pathway
563,8,1.9464135021097044,0.7602758206629516,4.110123563841318,12,0.1950844235004116,+,GO:0000381,"regulation of alternative mRNA splicing, via spliceosome"
565,5,2.0854430379746836,0.7666836530583967,2.3975720789074355,7,0.19742627280757621,+,GO:0051452,intracellular pH reduction
566,5,2.0854430379746836,0.7653314773034435,2.3975720789074355,7,0.19742627280757621,+,GO:0043162,ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
567,5,2.0854430379746836,0.7639840627307263,2.3975720789074355,7,0.19742627280757621,+,GO:0006376,mRNA splice site selection
568,5,2.0854430379746836,0.7626413842373506,2.3975720789074355,7,0.19742627280757621,+,GO:0051293,establishment of spindle localization
569,5,2.0854430379746836,0.7613034168965833,2.3975720789074355,7,0.19742627280757621,+,GO:0045851,pH reduction
570,5,2.0854430379746836,0.7599701359563091,2.3975720789074355,7,0.19742627280757621,+,GO:0007039,protein catabolic process in the vacuole
571,5,2.0854430379746836,0.7586415168375044,2.3975720789074355,7,0.19742627280757621,+,GO:0007035,vacuolar acidification
572,5,2.0854430379746836,0.7573175351327269,2.3975720789074355,7,0.19742627280757621,+,GO:0043666,regulation of phosphoprotein phosphatase activity
573,5,2.0854430379746836,0.755998166604621,2.3975720789074355,7,0.19742627280757621,+,GO:0006271,DNA strand elongation involved in DNA replication
574,5,2.0854430379746836,0.7546833871844392,2.3975720789074355,7,0.19742627280757621,+,GO:0044380,protein localization to cytoskeleton
575,68,1.2032374376678174,0.7534377478523795,56.514199002818124,165,0.19744319506959535,+,GO:0097435,supramolecular fiber organization
591,11,1.6903064623584276,0.7636608946273717,6.507695642748754,19,0.20568118726997456,+,GO:0015748,organophosphate ester transport
592,11,1.6903064623584276,0.7623731022249647,6.507695642748754,19,0.20568118726997456,+,GO:0016079,synaptic vesicle exocytosis
594,529,1.0607686222005843,0.7618127147954437,498.69499241274656,1456,0.20622318712615514,+,GO:1901576,organic substance biosynthetic process
595,97,1.160668707200664,0.767448117771193,83.57251246477347,244,0.2080978517705328,+,GO:1901565,organonitrogen compound catabolic process
596,22,1.3963401210787012,0.7699846183899468,15.755473661391719,46,0.2091359495808909,+,GO:0090305,nucleic acid phosphodiester bond hydrolysis
598,8,1.7966893865628042,0.7691066101135914,4.452633860828095,13,0.20959729729665208,+,GO:0008088,axo-dendritic transport
599,8,1.7966893865628042,0.7678247657634021,4.452633860828095,13,0.20959729729665208,+,GO:2001056,positive regulation of cysteine-type endopeptidase activity
600,18,1.4598101265822785,0.7674317996113594,12.330370691523953,36,0.20983917723677298,+,GO:0009199,ribonucleoside triphosphate metabolic process
601,18,1.4598101265822785,0.76615699595752,12.330370691523953,36,0.20983917723677298,+,GO:0009201,ribonucleoside triphosphate biosynthetic process
602,14,1.5138771683075483,0.7674998612601829,9.247778018642965,27,0.21055614938120576,+,GO:0030004,cellular monovalent inorganic cation homeostasis
603,50,1.237127225917185,0.7723398503899878,40.41621504443963,118,0.2122353365038911,+,GO:0045944,positive regulation of transcription by RNA polymerase II
604,38,1.2900647630261997,0.7756903383321586,29.455885540862777,86,0.21350894207959778,+,GO:1901293,nucleoside phosphate biosynthetic process
605,73,1.1906831200056573,0.7778650547421067,61.30934316063299,179,0.21446143001533968,+,GO:0033365,protein localization to organelle
606,32,1.2976090014064698,0.7797701291810273,24.660741383047906,72,0.2153414323989461,+,GO:0009260,ribonucleotide biosynthetic process
611,11,1.6057911392405064,0.7773917126661942,6.850205939735529,20,0.21645301553763008,+,GO:0035967,cellular response to topologically incorrect protein
612,11,1.6057911392405064,0.77612353695222,6.850205939735529,20,0.21645301553763008,+,GO:0035966,response to topologically incorrect protein
613,11,1.6057911392405064,0.7748594921037637,6.850205939735529,20,0.21645301553763008,+,GO:0006892,post-Golgi vesicle-mediated transport
615,18,1.4203557988368116,0.7751612952938205,12.672880988510729,37,0.21724265600591147,+,GO:0009142,nucleoside triphosphate biosynthetic process
616,18,1.4203557988368116,0.7739049560794058,12.672880988510729,37,0.21724265600591147,+,GO:0007034,vacuolar transport
617,18,1.4203557988368116,0.7726526826876916,12.672880988510729,37,0.21724265600591147,+,GO:0031331,positive regulation of cellular catabolic process
622,51,1.2305837430693587,0.7678224031532273,41.44374593539996,121,0.21763119070266632,+,GO:0033043,regulation of organelle organization
626,39,1.2793841558810979,0.7739590979104377,30.48341643182311,89,0.22077905113277727,+,GO:0010498,proteasomal protein catabolic process
629,518,1.059077934971457,0.7794227885394339,489.10470409711684,1428,0.22340143620557024,+,GO:0044249,cellular biosynthetic process
630,15,1.5101484068092537,0.779530088874807,9.932798612616518,29,0.22378684535031992,+,GO:0051301,cell division
631,529,1.057862406797295,0.7911981736492498,500.06503360069365,1460,0.22749647213208637,+,GO:0009058,biosynthetic process
635,8,1.6683544303797468,0.7964144777338573,4.795144157814871,14,0.23044568145529265,+,GO:0051495,positive regulation of cytoskeleton organization
639,54,1.2127653359298929,0.8011684178756031,44.526338608280945,130,0.23327924815304185,+,GO:0070925,organelle assembly
640,6,1.9464135021097049,0.8011375705426905,3.0825926728809883,9,0.2336347510090376,+,GO:0006997,nucleus organization
643,391,1.068887190063054,0.8083321203205144,365.80099718187734,1068,0.2368361626416794,+,GO:0019538,protein metabolic process
644,9,1.7517721518987341,0.811634189584846,5.137654454801647,15,0.23817290822667228,+,GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic"
648,20,1.390295358649789,0.8202166512307961,14.385432473444613,42,0.24218407945804674,+,GO:0009141,nucleoside triphosphate metabolic process
649,20,1.390295358649789,0.8189547794596718,14.385432473444613,42,0.24218407945804674,+,GO:0098656,anion transmembrane transport
650,20,1.390295358649789,0.8176967844067383,14.385432473444613,42,0.24218407945804674,+,GO:0006898,receptor-mediated endocytosis
651,16,1.4598101265822785,0.8238040543586831,10.960329503576848,32,0.2443677176714565,+,GO:0015986,ATP synthesis coupled proton transport
652,16,1.4598101265822785,0.8225424861284247,10.960329503576848,32,0.2443677176714565,+,GO:0015985,"energy coupled proton transport, down electrochemical gradient"
653,4,2.3356962025316457,0.8263717823604241,1.7125514849338823,5,0.2458813219580152,+,GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen"
654,4,2.3356962025316457,0.8251101460514769,1.7125514849338823,5,0.2458813219580152,+,GO:0006611,protein export from nucleus
655,4,2.3356962025316457,0.8238523561946911,1.7125514849338823,5,0.2458813219580152,+,GO:2001235,positive regulation of apoptotic signaling pathway
659,16,1.4155734560797852,0.8403294700894675,11.302839800563625,33,0.25232823032713764,+,GO:0006754,ATP biosynthetic process
663,51,1.220496991076987,0.8381610341343291,41.786256232386734,122,0.2532024234145562,+,GO:0006511,ubiquitin-dependent protein catabolic process
665,67,1.1784009455543694,0.8429298134704736,56.8567092998049,166,0.25541003447285504,+,GO:0010558,negative regulation of macromolecule biosynthetic process
666,67,1.1784009455543694,0.8416660506316873,56.8567092998049,166,0.25541003447285504,+,GO:2000113,negative regulation of cellular macromolecule biosynthetic process
669,6,1.7517721518987344,0.857496746718577,3.4251029698677646,10,0.26138435864488013,+,GO:0009161,ribonucleoside monophosphate metabolic process
670,6,1.7517721518987344,0.8562188081988772,3.4251029698677646,10,0.26138435864488013,+,GO:0018107,peptidyl-threonine phosphorylation
671,6,1.7517721518987344,0.8549446730676289,3.4251029698677646,10,0.26138435864488013,+,GO:0046834,lipid phosphorylation
672,6,1.7517721518987344,0.8536743243706487,3.4251029698677646,10,0.26138435864488013,+,GO:0030010,establishment of cell polarity
673,6,1.7517721518987344,0.8524077452543718,3.4251029698677646,10,0.26138435864488013,+,GO:0000038,very long-chain fatty acid metabolic process
674,6,1.7517721518987344,0.851144918965106,3.4251029698677646,10,0.26138435864488013,+,GO:0000027,ribosomal large subunit assembly
675,6,1.7517721518987344,0.8498858288482938,3.4251029698677646,10,0.26138435864488013,+,GO:0006891,intra-Golgi vesicle-mediated transport
676,6,1.7517721518987344,0.8486304583477793,3.4251029698677646,10,0.26138435864488013,+,GO:0006835,dicarboxylic acid transport
677,6,1.7517721518987344,0.8473787910050835,3.4251029698677646,10,0.26138435864488013,+,GO:0030866,cortical actin cytoskeleton organization
678,13,1.5182025316455696,0.8473577761892691,8.562757424669412,25,0.26176338945974237,+,GO:0048024,"regulation of mRNA splicing, via spliceosome"
679,13,1.5182025316455696,0.8461116618125202,8.562757424669412,25,0.26176338945974237,+,GO:0034440,lipid oxidation
680,69,1.1780923828558738,0.8451689304969627,58.56926078473878,171,0.2618562518964657,+,GO:0051254,positive regulation of RNA metabolic process
681,17,1.4181012658227847,0.8494054624966487,11.987860394537178,35,0.2635552890913168,+,GO:0009145,purine nucleoside triphosphate biosynthetic process
682,17,1.4181012658227847,0.8481618234593183,11.987860394537178,35,0.2635552890913168,+,GO:0001505,regulation of neurotransmitter levels
683,17,1.4181012658227847,0.8469218207934421,11.987860394537178,35,0.2635552890913168,+,GO:0009206,purine ribonucleoside triphosphate biosynthetic process
684,17,1.4181012658227847,0.8456854385733057,11.987860394537178,35,0.2635552890913168,+,GO:0009205,purine ribonucleoside triphosphate metabolic process
693,2,2.919620253164557,0.8563425574020436,0.685020593973553,2,0.27038295488490366,+,GO:0016237,lysosomal microautophagy
694,2,2.919620253164557,0.8551104098374362,0.685020593973553,2,0.27038295488490366,+,GO:0000132,establishment of mitotic spindle orientation
695,2,2.919620253164557,0.8538818029267503,0.685020593973553,2,0.27038295488490366,+,GO:0034727,piecemeal microautophagy of the nucleus
696,2,2.919620253164557,0.8526567214304422,0.685020593973553,2,0.27038295488490366,+,GO:0006656,phosphatidylcholine biosynthetic process
697,2,2.919620253164557,0.8514351501963011,0.685020593973553,2,0.27038295488490366,+,GO:0045292,"mRNA cis splicing, via spliceosome"
698,2,2.919620253164557,0.8502170741588243,0.685020593973553,2,0.27038295488490366,+,GO:0006627,protein processing involved in protein targeting to mitochondrion
699,2,2.919620253164557,0.8490024783385974,0.685020593973553,2,0.27038295488490366,+,GO:0071108,protein K48-linked deubiquitination
700,2,2.919620253164557,0.8477913478416808,0.685020593973553,2,0.27038295488490366,+,GO:0071786,endoplasmic reticulum tubular network organization
701,2,2.919620253164557,0.8465836678590003,0.685020593973553,2,0.27038295488490366,+,GO:0007097,nuclear migration
702,17,1.3787095639943743,0.847738278147608,12.330370691523953,36,0.271137401973507,+,GO:0009144,purine nucleoside triphosphate metabolic process
703,22,1.3381592827004218,0.846905979708133,16.440494255365273,48,0.2712565103341791,+,GO:0017038,protein import
704,33,1.2512658227848101,0.8524371121716653,26.37329286798179,77,0.2734159072252157,+,GO:0046390,ribose phosphate biosynthetic process
711,34,1.256545425412594,0.85878433748766,27.058313461955347,79,0.2781867371661574,+,GO:0006790,sulfur compound metabolic process
714,18,1.3829780146568953,0.8652807598729471,13.015391285497508,38,0.28147213071390226,+,GO:0051258,protein polymerization
715,74,1.1553577472415892,0.8672671465507452,64.04942553652721,187,0.28251286484546567,+,GO:0099536,synaptic signaling
716,23,1.316691486721271,0.8727592757231546,17.4680251463256,51,0.28469899940559684,+,GO:0032535,regulation of cellular component size
717,14,1.4598101265822785,0.8756459996081062,9.590288315629742,28,0.2860390480976434,+,GO:0080135,regulation of cellular response to stress
718,10,1.5366422385076615,0.8763360265950514,6.507695642748754,19,0.2866631497369618,+,GO:0035592,establishment of protein localization to extracellular region
719,10,1.5366422385076615,0.8751188932247804,6.507695642748754,19,0.2866631497369618,+,GO:0009306,protein secretion
720,10,1.5366422385076615,0.8739051360913203,6.507695642748754,19,0.2866631497369618,+,GO:0006979,response to oxidative stress
721,10,1.5366422385076615,0.872694741165986,6.507695642748754,19,0.2866631497369618,+,GO:0044089,positive regulation of cellular component biogenesis
722,4,1.9464135021097044,0.8775844819182971,2.055061781920659,6,0.2886685989203498,+,GO:0046847,filopodium assembly
723,4,1.9464135021097044,0.876372348655979,2.055061781920659,6,0.2886685989203498,+,GO:0034219,carbohydrate transmembrane transport
724,4,1.9464135021097044,0.875163559209557,2.055061781920659,6,0.2886685989203498,+,GO:0000154,rRNA modification
725,4,1.9464135021097044,0.87395809976161,2.055061781920659,6,0.2886685989203498,+,GO:0000447,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
726,4,1.9464135021097044,0.8727559565707411,2.055061781920659,6,0.2886685989203498,+,GO:0032233,positive regulation of actin filament bundle assembly
727,4,1.9464135021097044,0.8715571159710561,2.055061781920659,6,0.2886685989203498,+,GO:0032231,regulation of actin filament bundle assembly
728,4,1.9464135021097044,0.8703615643716445,2.055061781920659,6,0.2886685989203498,+,GO:0043328,protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
729,4,1.9464135021097044,0.8691692882560669,2.055061781920659,6,0.2886685989203498,+,GO:0034605,cellular response to heat
730,4,1.9464135021097044,0.8679802741818452,2.055061781920659,6,0.2886685989203498,+,GO:0006527,arginine catabolic process
731,4,1.9464135021097044,0.8667945087799575,2.055061781920659,6,0.2886685989203498,+,GO:0006515,protein quality control for misfolded or incompletely synthesized proteins
732,29,1.263716228981674,0.8728535702567812,22.948189898114027,67,0.29108356096370364,+,GO:0031329,regulation of cellular catabolic process
733,7,1.7031118143459913,0.8717964550180636,4.110123563841318,12,0.2911276605929293,+,GO:1902905,positive regulation of supramolecular fiber organization
734,7,1.7031118143459913,0.8706103373921887,4.110123563841318,12,0.2911276605929293,+,GO:0043280,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
735,7,1.7031118143459913,0.8694274429120362,4.110123563841318,12,0.2911276605929293,+,GO:0009123,nucleoside monophosphate metabolic process
736,7,1.7031118143459913,0.8682477584576102,4.110123563841318,12,0.2911276605929293,+,GO:0044275,cellular carbohydrate catabolic process
737,7,1.7031118143459913,0.8670712709800253,4.110123563841318,12,0.2911276605929293,+,GO:0000422,autophagy of mitochondrion
738,7,1.7031118143459913,0.8658979675010267,4.110123563841318,12,0.2911276605929293,+,GO:1902414,protein localization to cell junction
741,59,1.1718203737191077,0.8754961201178633,50.34901365705615,147,0.2955496456448838,+,GO:0000226,microtubule cytoskeleton organization
744,30,1.2694001100715466,0.8765100824911931,23.633210492087578,69,0.29708826726839804,+,GO:0009152,purine ribonucleotide biosynthetic process
746,10,1.4598101265822787,0.8908384124092589,6.850205939735529,20,0.30275536581879725,+,GO:0016579,protein deubiquitination
747,10,1.4598101265822787,0.8896474519648615,6.850205939735529,20,0.30275536581879725,+,GO:0051607,defense response to virus
748,10,1.4598101265822787,0.888459671655162,6.850205939735529,20,0.30275536581879725,+,GO:0009615,response to virus
749,10,1.4598101265822787,0.8872750587596219,6.850205939735529,20,0.30275536581879725,+,GO:0032868,response to insulin
750,10,1.4598101265822787,0.8860936006254545,6.850205939735529,20,0.30275536581879725,+,GO:0003333,amino acid transmembrane transport
751,10,1.4598101265822787,0.8849152846671761,6.850205939735529,20,0.30275536581879725,+,GO:0140546,defense response to symbiont
752,10,1.4598101265822787,0.8837400983661572,6.850205939735529,20,0.30275536581879725,+,GO:0006839,mitochondrial transport
753,10,1.4598101265822787,0.8825680292701809,6.850205939735529,20,0.30275536581879725,+,GO:0071692,protein localization to extracellular region
760,104,1.1287751164651074,0.8813500352745418,92.13526988944288,269,0.3051443934685743,+,GO:0033554,cellular response to stress
761,19,1.3207805907172996,0.8802842780627258,14.385432473444613,42,0.3051758962164682,+,GO:0023061,signal release
762,11,1.529324894514768,0.8878357760008582,7.1927162367223065,21,0.30819776937609406,+,GO:0006635,fatty acid beta-oxidation
774,7,1.5721032132424537,0.8894915890986406,4.452633860828095,13,0.31362874501885646,+,GO:0043281,regulation of cysteine-type endopeptidase activity involved in apoptotic process
775,7,1.5721032132424537,0.8883453370508331,4.452633860828095,13,0.31362874501885646,+,GO:0034314,Arp2/3 complex-mediated actin nucleation
776,7,1.5721032132424537,0.8872020354587471,4.452633860828095,13,0.31362874501885646,+,GO:0030865,cortical cytoskeleton organization
778,15,1.3685719936708862,0.8921606714790427,10.960329503576848,32,0.3161934317935278,+,GO:0016236,macroautophagy
786,65,1.1642657451269707,0.8900089672560477,55.82917840884457,163,0.31867018072361675,+,GO:0010557,positive regulation of macromolecule biosynthetic process
795,67,1.1506738644825019,0.9067562544658669,58.226750487752,170,0.3283794260940992,+,GO:0009890,negative regulation of biosynthetic process
796,67,1.1506738644825019,0.9056185427287704,58.226750487752,170,0.3283794260940992,+,GO:0031327,negative regulation of cellular biosynthetic process
797,16,1.3739389426656738,0.9049205888088917,11.6453500975504,34,0.3285380481662855,+,GO:0090150,establishment of protein localization to membrane
798,58,1.1678481012658228,0.9074812648865989,49.663993063082586,145,0.32988058719035146,+,GO:0044257,cellular protein catabolic process
799,58,1.1678481012658228,0.9063469133054906,49.663993063082586,145,0.32988058719035146,+,GO:0051603,proteolysis involved in cellular protein catabolic process
800,78,1.1386518987341774,0.9059951839348656,68.5020593973553,200,0.3301647599325875,+,GO:0007017,microtubule-based process
801,68,1.1542684721813365,0.9068437134909301,58.911771081725554,172,0.33088655969960235,+,GO:0031328,positive regulation of cellular biosynthetic process
805,16,1.3346835443037974,0.9164499276752515,11.987860394537178,35,0.3360594366270485,+,GO:0051235,maintenance of location
